Review text,Amazon Rating,Date of Review
"\n\n  Except on the huggies package , there is no option to identify the size details on the item itself , I bought M and S sized packages ,  As we need to carry the items in bags for short travels for our 2 babies , we face difficulty in differentiating the M and S sized when keep them together . Please do the needful to print the size details on the item as well to differentiate easily .  Jobin\n\n",5.0 out of 5 stars,Reviewed in India on 20 November 2018
"\n\n  I think I got duped, these may not be original Huggies. Instead of ""Bubble Bed"" there is a textured tissue which neither has absorption capacity nor help in dryness. This Diaper doesn't fit well, starts leaking within half an hour. Surprised that these are being sold by Cloudtail, have no option but to put these in trash.\n\n",1.0 out of 5 stars,Reviewed in India on 25 February 2021
\n\n  This seems to be a duplicate product. I am using huggies from last 1 year for my child. This is the first time the diaper leaked. The diaper delivered is not able to absorb the urine and becoming wet.There is also difference in the quality of this diaper delivered when compared to other left over pieces of the same brand/product earlier purchased. . Totally unsatisfied with the huggies delivered to me this time. This is surely a duplicate product.I would like that a quality check should be done for the product delivered to me and my money should be refunded..\n\n,5.0 out of 5 stars,Reviewed in India on 4 September 2019
"\n\n  Huggies pants quality needs improvement comparing to past.Leak proof is very poor and Absorbancy is not uniform.After using many bundle packets we noticed this issue and informed customer care.Not a value for money product. Found non compliance in regards to Description of product. when we have raised an issue to customer care for 128 count pack purchased latest and got replacement and some extra pieces after making lot of arguments with customer care . They are least bothered about customer when an issue arises and no compensations for our purchase.Its so shame a big companies attitude to a customer.We will not use and recommend anyone this product, this only my personal suggestion.Now are using similar product of other company which is excellent quality and value for money\n\n",1.0 out of 5 stars,Reviewed in India on 29 October 2020
"\n\n  I wrote after a month later and found that they are wonderful! I wouldn't have thought before I was a parent that diapers would be worth feeling excited about but after many leaks and endless search this diaper is worth the praise.They are soft, very absorbent and fits great.These diapers provide up to 12 hours of leak-proof protection & are super soft with a snug fit waist band which helps to keep baby dry and comfortable.Totally love these diapers.\n\n",5.0 out of 5 stars,Reviewed in India on 28 August 2019
\n\n  What is this.......it is not a diaper for sure......it can't absorb after one urination.....I changed my son's diaper thrice in one night whereas one mamy poko pants easily goes throughout the night....no need of change......Kaun se pagal kutte ne kaata tha ki maine ye product order kr diya......huge regret....please don't buy this worst pathetic product.....\n\n,1.0 out of 5 stars,Reviewed in India on 25 May 2019
\n\n  Jumbo pack seems to be gone through no quality check as it is completely different from the regular ones. Diapers has got leakage problem and the absorbency level is poor. We have to change the diaper in 1-2 hours so imagine the absorbency capacity or level.\n\n,3.0 out of 5 stars,Reviewed in India on 22 January 2021
\n\n  I have purchased Huggies wonder pants before also but this one seems fake.Reason it's not as soft and the bubbles are flat whereas earlier it used to be puffy. The upper cover as in pic is coming off and the left size bubbles don't match the right size.. it just doesn't seem right.\n\n,1.0 out of 5 stars,Reviewed in India on 20 March 2021
\n\n  Kimberly-Clark is the best brand in market for baby care products. Our baby was having rashes by using other products. But after switching to Huggies it stopped. Material is ultra soft with good absorbent pad.\n\n,5.0 out of 5 stars,Reviewed in India on 30 September 2020
\n\n  Very soft diaper . quality  product. Best diaper and softer diaper ever. Better than Pampers (green packet) But it is not for 12hrs. 5hrs max for My 9 month baby. I use  3 diaper for a whole day n night. If u want than  can use for 8-9 hrs. I think 12 hr  wearing diaper not good for hygiene purpose for a baby. All over is good experience but diaper price is going high day by day.\n\n,4.0 out of 5 stars,Reviewed in India on 4 March 2020
"\n\n  I used to wear other brands to my baby. One day I thought, why I should not try huggies brand. Then I ordered this. And till now I am using this brand and will continue to use this brand. I don't think I need to write pros of this product/brand. You can understand what I am trying to say.\n\n",5.0 out of 5 stars,Reviewed in India on 7 March 2020
"\n\n  Much much better than the previous version of huggies.This one is very soft, has decent absorption and a delicate scent.Very comfortable.The bubble layer is an innovation! However there is no 12 hour absorption as claimed by the company. But still as we usually don\u2019t keep diapers for that long and as long as we change it every 4-5 hours, it should be fine.No rashes observed so far.Go for it ..!!!\n\n",5.0 out of 5 stars,Reviewed in India on 27 November 2019
\n\n  I thought Huggies has improved his diaper but no really had a bad experience I ordered L size and it goes totally wet as well as leakage is there even just in 1 hr.Pampers and Himalaya diapers are really better than Huggies.Don't buy it.Bad in absorbing and leakageOnly they made a soft diaperDisappointedWasted my 681 RS.\n\n,1.0 out of 5 stars,Reviewed in India on 3 February 2020
\n\n  I bought huggies many times in amazon but that was fine this time the huggies wonder pants disappointed me much within few hours itself it leaks and also baby skin is always wet due to which baby got rashes very bad experience will never buy again.\n\n,5.0 out of 5 stars,Reviewed in India on 4 December 2019
"\n\n  It was by first experience with Huggies. Thought that it is one of the best in the market for babies but that was my mistake. Diapers lack absorbency and start leaking within 4-5 hours of usage and at times even lesser time though company claims 12 hours longevity.I have used Supples and Mamy poko pants for baby in the past but never faced such issue as both lasted well over 10-12 hours. Can't say if Huggies sell inferior diapers in megabox or generally their diapers are this bad. Out of 40 diapers used thus far from box, barely 4-5 diapers lasted 8-10 hours. Rest all leaked within 3-4 hours of usage or even in lesser time. Baby has also started experience rashes frequently. Just 1 suggestion for planning to buy this box - Avoid and look for other alternatives. Best 1 I can suggest is Supples though megabox option is not available but diapers are of premium quality.\n\n",1.0 out of 5 stars,Reviewed in India on 8 December 2019
\n\n  The back sheet external surface (diaper outer surface) could use a better material. Diaper core top sheet seems to be fine with a mild lotion and smell that suits babies. The acquisition/distribution layer and absorbent core could use a better quality material to enhance fluid/dirt retention. Stretch side panel around the leg cuffs could use more constricting elastic material. The diaper kept moving to a side when my child moved causing my wife's clothes to get wet when he urinated.The waist fastening tapes work just fine.\n\n,4.0 out of 5 stars,Reviewed in India on 7 August 2018
"\n\n  Totally waste... Fake and duplicate product.... Not a original one.... Look like a paper not a pampers. I dont know how amazon encouraged this kind of products? Dont care about kids and peoples... Amazon Main motto is "" sell the products without quality with all illichavaayans""...\n\n",1.0 out of 5 stars,Reviewed in India on 28 December 2020
"\n\n  I regret this purchase. I couldn't wait to finish this diaper bags uggghhhh. Since I didn't want o throw it away, I made my baby wear it during daytime because if I make him wear at night then there is leak ALWAYS!And I couldn't stand the smell. Why do you have to use so much scent????\n\n",1.0 out of 5 stars,Reviewed in India on 2 March 2020
\n\n  Very bad quality.I ordered for size  large but I don't know whether it is large or not when compared to previous diapers it is very small. Even tough diaper is not fully observed it's leaking. Un necessarily I ordered combo and I opened now I don't have option of return. Waste of money. Last time I ordered from Flipkart that one is good. I shouldn't have ordered from Amazon. I regreted very much.\n\n,1.0 out of 5 stars,Reviewed in India on 22 March 2021
"\n\n  If u need L size in pampers, then u have to go to XL in Huggies. Size difference is main problem. Useful only for day time usage that too for a little duration max upto 4-6 Hours. Not useful fr Night time usage\n\n",3.0 out of 5 stars,Reviewed in India on 13 December 2020
"\n\n  depend on brand and product i am giving 3 star but packaging too worst. while purchasing displays good looking box in item pictures but sending normal cargo boxes, i received damaged product. but i ordered diapers so if box damages also nothing happened inside. if another item definitely it will damage.\n\n",3.0 out of 5 stars,Reviewed in India on 11 August 2020
"\n\n  Have been using Huggies for the past1 and half year for my son.. A diaper brand you can trust for. No rashes no leakage and a must buy for anyone looking forward to buy it.  Huggies ultra soft is a must try and it is too soft, Leak proof and Absorbent level at it's best..Totally worth the buy..Highly recommended\n\n",5.0 out of 5 stars,Reviewed in India on 13 August 2018
\n\n  Have a monthly subscription for my baby which makes it very economical... She doesn't get any rashes with these diapers even though sometimes over night it becomes too full.Overall a very good buy.\n\n,5.0 out of 5 stars,Reviewed in India on 23 June 2020
\n\n  Huggies diapers are good as it doesn't feel cold or wet as long as you change it frequently.. On the packet it says 12 hours protection but that's not the case.. Need to change every 3-4 hours during the day and 4-5 hours during the night..\n\n,3.0 out of 5 stars,Reviewed in India on 18 January 2019
\n\n  Worst ever diapers from Huggies. Normally we are buying Pampers for the last 3 years but for a change this time we ordered Huggies. And the result was very bad. It doesn't have proper build quality and my baby urine goes leaking from the diapers.Advice :Please don't buy this product.\n\n,1.0 out of 5 stars,Reviewed in India on 17 October 2019
"\n\n  Company changed the quality or duplicate product is being pushed.. Quality was not how it was last month.. Amazon, you need to investigate if there is a wrong doing here.. Pathetic produce.. Waste of money\n\n",1.0 out of 5 stars,Reviewed in India on 16 March 2021
\n\n  I have been buying huggies since 1.5yrsThis time am totally disappointed..more than 50%of diapers are leaking..Now it's a mess at night...huggies being a standard company I don't understand what's wrong...am definitely changing the brand now\n\n,1.0 out of 5 stars,Reviewed in India on 5 December 2020
"\n\n  About 10 of them leaked at night, even when the diaper was partially empty. There usually occurs a bunch of diapers in the pack which leak.\n\n",3.0 out of 5 stars,Reviewed in India on 5 April 2021
"\n\n  Thinner and less absorbing then mamypokoAlso smaller for the same sizeLeakage is there for the same amount of timeConsidering the MRP, not worth itMaybe if it's 2/3 of the price of mamypoko, can be considered\n\n",2.0 out of 5 stars,Reviewed in India on 4 November 2020
"\n\n  Really good..usually I buy the same in shop.. same experience I had here too.. compare to Mart, we get here in discount price..and this package manufactured in feb'21. Thank Amazon\n\n",5.0 out of 5 stars,Reviewed in India on 23 February 2021
\n\n  Huggies are the best diaper as per my experience. it is affordable and fulfill all the parameter which a good diaper should have. every new parent or those who are still using diaper for their kids must try and use Huggies.\n\n,5.0 out of 5 stars,Reviewed in India on 14 July 2020
\n\n  Very very bad qual ity . Doesn't absorb at all..I feel it's fake as the same type when I ordered from medical it was very nice..but this one seems fake.. do not buy total waste of money\n\n,1.0 out of 5 stars,Reviewed in India on 11 March 2021
\n\n  It's so soft. I have used  huggies wonder pants earlier as well but this time it was  of  superior quality. May be they have improved it's quality. I find it similar to the huggies ultra soft. But the packaging was not good at all. The box was open at the bottom.\n\n,5.0 out of 5 stars,Reviewed in India on 21 July 2019
"\n\n  The absorbancy levels are very low. I have to literally change the diapers in under 2 hours.It is soft in feel, i would give that to huggies but apart from that the quality is bad.\n\n",1.0 out of 5 stars,Reviewed in India on 8 February 2021
"\n\n  Wrost product compare to other dippers brands like mammy poko pants, Pampers.Huggies is the brand who set the mind set of Indian people about baby dippers once upon a time Huggies is the brand of Baby dippers but time to time many competitors come in market and they give very good quality rather than Huggies.But the Huugies are two slow to competite and the results are upon on us.MNC company product Huggies going to end...Main problem I face with Huugies is absorbency is too poorLeak proof very badSoftness is little bit fairVery shameful situation\n\n",1.0 out of 5 stars,Reviewed in India on 19 June 2019
\n\n  I'm disappointed as it doesn't protect my baby from leakage. I make sure I change his nappy right before he sleeps so he wakes up dry but everyday the pee leaks and he is all wet. He puts in the right size but this still happens.\n\n,3.0 out of 5 stars,Reviewed in India on 18 September 2019
"\n\n  I think Amazon seller, selling like duplicate product, because leakage so high and not like original products, it's not original it's different products.We are using this products last 13month and we are regular costomer of Huggies. But i buy this product first time from Amazon and I feel it's very different from original.Packaging are same but quality very poor.\n\n",1.0 out of 5 stars,Reviewed in India on 31 December 2019
\n\n  This time I found that the inner layer of the diaper is not good and the bubble sheet is getting out and it's rubbing on baby's skin that's why it's cause rashes and make my baby suffer. Next time please deliver the original product and packaging is need to be improved.\n\n,3.0 out of 5 stars,Reviewed in India on 13 January 2020
\n\n  I first time using Huggies diaper pant for my baby girl....But I m very disappointed with this product . It become tore within inside in only 4 hours even thought  it was not that much wet...This is very thin ...Looking like a page ...Material is of very low quality...Since before I was using mammypoko nd pampers pants.  ...Which r much batter...\n\n,1.0 out of 5 stars,Reviewed in India on 27 October 2020
"\n\n  Never expect such a worst product from a brand like Huggies,  more than 60% of the diaper's elastic were sticked together and it damages the diapers while removing it,Most importantly this diapers are not absorbent like other diapers, most of the time my child lost his sleep because the diapers leaks every night.I will never buy it again,  very bad product\n\n",1.0 out of 5 stars,Reviewed in India on 29 July 2019
"\n\n  inner layer are not good, failed in leak proof, no bubble technology, it was failed , after  one or two hours ,it is leaked and inner layers are sticked to skin  and they are crushed inside just like paper.\n\n",2.0 out of 5 stars,Reviewed in India on 11 September 2019
"\n\n  Pathetic, duplicate items, its my requests too all guys please don't buy diapers from Amazon. They are selling duplicate and used products. Last sunday I bought monthly megapack(medium size) for my kids. Buts these are very small and hard material quality products..so I request to you please don't go for it for your kids safty..\n\n",3.0 out of 5 stars,Reviewed in India on 31 July 2019
\n\n  It doesn\u2019t even last for more than 4 hours and it caused rashes too .... I have used huggies many times...There was a offer going on this product (monthly box \U0001f4e6 pack diaper) so I ordered this product ..really very disappointed\n\n,1.0 out of 5 stars,Reviewed in India on 22 February 2021
\n\n  It's 2019 stock so the previous model without bubble bed which. Were the best diapers. The new bubble bed stock leaks a lotIf this old stock available grab it for LO\n\n,3.0 out of 5 stars,Reviewed in India on 3 November 2020
"\n\n  Company cost cutting the product, it is leaking now. My baby got sleeping problem every night. I switched tp pampers...lets see how it goes..very dissapointed\n\n",1.0 out of 5 stars,Reviewed in India on 6 February 2021
"\n\n  Best fit... Softest of all after pampers, mamypoko...best part is baby didn't get any elastic marks with this... Perfect for my 15month 10.5kg girl...Authentic... & great deal...\n\n",5.0 out of 5 stars,Reviewed in India on 8 August 2018
"\n\n  Been using the brand since day 1 but the product quality has been very poor for the past couple of months. We usually change diapers within 4 hours but still facing leakage problems. Not recently, the diapers are treating off while we're putting them on. Will be mining to another brand from now.\n\n",3.0 out of 5 stars,Reviewed in India on 31 August 2020
"\n\n  Poor absorbency, not leak proof absolute rubbish huggies is the worst diaper monthly sumo pack comes for only 20 days pathetic quality I recommend Pampers don't even buy huggies even once I would have given negative ratings had it been there\n\n",1.0 out of 5 stars,Reviewed in India on 4 September 2020
"\n\n  Product is good but got a bit old item and packaging was little bad. Moreover, cover was mostly torn at different places was covered with tapes.\n\n",4.0 out of 5 stars,Reviewed in India on 12 March 2021
\n\n  This is duplicate item and first time i receive duplicate product quality is worst and there ia no return policy also i waste my money product is also looking differnt that what i bought previously\n\n,1.0 out of 5 stars,Reviewed in India on 3 September 2019
\n\n  First ordered diaper quality was good. But after subscription the diapers were send aren't absorbing 2nd urine and if child does 3rd one then its all out and cloths are getting wet. Same diaper delivered earlier had much better quality. Even i Purchase from market same size same model has better absorption power.  I have already cancelled mu subscription and i feel cheated.\n\n,1.0 out of 5 stars,Reviewed in India on 23 October 2019
"\n\n  Packaging is bad,being a sensitive product packaging should be good. Product is good.\n\n",4.0 out of 5 stars,Reviewed in India on 8 December 2020
"\n\n  I regular order Huggies from Amazon. However, this particular delivery of same product is duplicate and not the original Huggies diapper pants. I will request Amazon to do a quality and product checking. Fake products really disappoint a purcahser. Diapper is not even lasting for an hour.\n\n",1.0 out of 5 stars,Reviewed in India on 26 April 2021
\n\n  Very cheap and bad . Bhot ghatiya . Every dyper leaked ... It can't bear pee once ... Very very very bad . Not leak proof . Very disappointed . Disgusting .\n\n,1.0 out of 5 stars,Reviewed in India on 29 April 2020
"\n\n  Huggies diapers are easy to use,  very comfort to baby skin,  leak proof,  blue line indicator, less price etc. These diapers are really soft and very comfort to the baby.It has a unique specialty which is a blue line indicator so in right time u can dispose easily and it is very comfort to the baby  unlike other brands.For pampers and other brands,  I didn't feel the above feelings,  I observed stretch marks on baby,  leakages, no blu line indication etc.  These are cheaper than other brands.  I truly recommend these diapers to all.\n\n",4.0 out of 5 stars,Reviewed in India on 20 March 2019
"\n\n  I all time buy Huggies from this site. But my this order during dashara sale. I just biGgggg disappointed. 1. Suddenly designs changed, the cotton material  near waist is pathetic. During wearing the cotton torn 3 times. Some time the back side of cotton coming out. Just dissatisfied.\U0001f44e\U0001f44e\U0001f44e\U0001f44e\U0001f44e\U0001f44e\U0001f44e\U0001f44e\U0001f44e\U0001f44e\U0001f44e\n\n",1.0 out of 5 stars,Reviewed in India on 20 October 2019
\n\n  Nice Quality and perfect fit.\n\n,5.0 out of 5 stars,Reviewed in India on 2 April 2021
"\n\n  Well this product has almost nothing as said in describing.Never a extra absorbent diaper. Earlier I was using Mama poko, just to try out I bought and regretted it.Coz it has leakage problems,  the diapers are not soft.Trust me please don't buy this .\n\n",1.0 out of 5 stars,Reviewed in India on 5 March 2020
"\n\n  Very bad quality- immediate absorption doesn't happens & leaks. The product is too thin. I am a regular user of huggies & I found huggies diapers are good till new born but wonder pants S, L & XL are horrible.\n\n",1.0 out of 5 stars,Reviewed in India on 4 November 2019
\n\n  Quality is not upto the benchmark. It absorbs only 2-3 hrs instead of 12 and leaks too in just 2hrs. Not expected from brand like Huggies\n\n,1.0 out of 5 stars,Reviewed in India on 26 December 2020
\n\n  After giving 5 star rating all next order I got inferior products.. dippers get full after 2 times baby passes urin n leaks all-over the bed .. just to compare I bought in Apollo pharmacy.. it comes for 5to 6 hrs without leakage..\n\n,2.0 out of 5 stars,Reviewed in India on 21 December 2018
\n\n  yeah even i use huggies. this time diaper starts leaking within a very very short interval in an hour or so. pathethic quality this time. pls dnt buy this one.\n\n,1.0 out of 5 stars,Reviewed in India on 6 November 2020
\n\n  LESSER THAN 64 NAPPIESThe number of nappies in the packet was less than 64. Paid for a set of 64*2 package and received 52*2. Initially I thought 1 package had an error. But now I realised that both packets in the set had 52 nappies each and NOT 64.\n\n,1.0 out of 5 stars,Reviewed in India on 28 April 2021
\n\n  It was leaking from side. We didn't find comfortable for baby. There were rashes on baby bump due to using Huggies. Pampers is best for babies.\n\n,1.0 out of 5 stars,Reviewed in India on 7 November 2020
\n\n  Worst product totally waste of money. Please team in COVID to safe the family purchased online & got worst quality of product. Pls ensure the quality before dispatch\n\n,1.0 out of 5 stars,Reviewed in India on 20 December 2020
\n\n  Diaper is gel based. Gets full within 2 to 3 hours. Starts leaking too. The original product works for 12 hours but this diaper doesn\u2019t even work for 4 hours.\n\n,1.0 out of 5 stars,Reviewed in India on 24 July 2020
\n\n  i have started using them when my daughter developed rashes on using the other company diaper. i found it really soft and well absorbent.\n\n,5.0 out of 5 stars,Reviewed in India on 10 July 2020
"\n\n  Im purchasing this product since last 1 year.. and on this saturday i got a very bad product, poor quality, its like cheap brand diaper, leaking, unfit and not comfortable for baby, amazon spoiled the trust by this product, should ban that merchant from amazon.. very very bad product.. selling low quality local diapers in the name of gud brands.. very shameful.. feeling very angry..\n\n",1.0 out of 5 stars,Reviewed in India on 3 September 2019
"\n\n  Prduct is very nice, but Amazon disappointed me with delivery. Amazon is a brand for best in class product packaging and delivery, but this time it's realiy disappointed me...Hope, Amazon will consider its a constructive feedback and act on it\n\n",4.0 out of 5 stars,Reviewed in India on 23 February 2021
\n\n  Diapers pant not Stick well in sides thier was not proper to fit baby's some time pant's was leak\n\n,1.0 out of 5 stars,Reviewed in India on 22 April 2021
\n\n  I have also purchased so many times earlier this product but this time the product quality is not good. I have to through all the packets to dustbin. I think if we apply a coupon on any product for cashback/discount then Amazon will provide you worst product.Because this time i got a Cashback coupon and i applied on this product for purchasing and products quality is poor.\n\n,3.0 out of 5 stars,Reviewed in India on 2 September 2019
"\n\n  Worst product, I'm using this huggies diaper since 1.5yr but this time this production is not leak proof.I dont know what is going wrong in the productiin quality but this is my worst experience ever.How do i consume 128qty if all leaks.Request manufacturer pls look into quality n suggest to replace with new one.\n\n",1.0 out of 5 stars,Reviewed in India on 14 July 2020
\n\n  Size of the diaper seems small or medium rather than Large which is mentioned on the packet.No size is mentioned on diaper.That is small and not fitting .Amazon is cheating people. That\u2019s why they are giving discount.\n\n,1.0 out of 5 stars,Reviewed in India on 22 February 2021
"\n\n  Very disappointed and frustated with the product for the first time. Im buying since last ten months huggies diapers but first time received some cheap quality Duplicate diapers in the name of  huggies., pathetic quality..  Named as next generation huggies..\n\n",1.0 out of 5 stars,Reviewed in India on 22 August 2019
