Review text,Amazon Rating,Date of Review
"\n\n  Except on the huggies package , there is no option to identify the size details on the item itself , I bought M and S sized packages ,  As we need to carry the items in bags for short travels for our 2 babies , we face difficulty in differentiating the M and S sized when keep them together . Please do the needful to print the size details on the item as well to differentiate easily .  Jobin\n\n",5.0 out of 5 stars,Reviewed in India on 20 November 2018
"\n\n  I think I got duped, these may not be original Huggies. Instead of ""Bubble Bed"" there is a textured tissue which neither has absorption capacity nor help in dryness. This Diaper doesn't fit well, starts leaking within half an hour. Surprised that these are being sold by Cloudtail, have no option but to put these in trash.\n\n",1.0 out of 5 stars,Reviewed in India on 25 February 2021
\n\n  This seems to be a duplicate product. I am using huggies from last 1 year for my child. This is the first time the diaper leaked. The diaper delivered is not able to absorb the urine and becoming wet.There is also difference in the quality of this diaper delivered when compared to other left over pieces of the same brand/product earlier purchased. . Totally unsatisfied with the huggies delivered to me this time. This is surely a duplicate product.I would like that a quality check should be done for the product delivered to me and my money should be refunded..\n\n,5.0 out of 5 stars,Reviewed in India on 4 September 2019
"\n\n  Huggies pants quality needs improvement comparing to past.Leak proof is very poor and Absorbancy is not uniform.After using many bundle packets we noticed this issue and informed customer care.Not a value for money product. Found non compliance in regards to Description of product. when we have raised an issue to customer care for 128 count pack purchased latest and got replacement and some extra pieces after making lot of arguments with customer care . They are least bothered about customer when an issue arises and no compensations for our purchase.Its so shame a big companies attitude to a customer.We will not use and recommend anyone this product, this only my personal suggestion.Now are using similar product of other company which is excellent quality and value for money\n\n",1.0 out of 5 stars,Reviewed in India on 29 October 2020
"\n\n  I wrote after a month later and found that they are wonderful! I wouldn't have thought before I was a parent that diapers would be worth feeling excited about but after many leaks and endless search this diaper is worth the praise.They are soft, very absorbent and fits great.These diapers provide up to 12 hours of leak-proof protection & are super soft with a snug fit waist band which helps to keep baby dry and comfortable.Totally love these diapers.\n\n",5.0 out of 5 stars,Reviewed in India on 28 August 2019
\n\n  What is this.......it is not a diaper for sure......it can't absorb after one urination.....I changed my son's diaper thrice in one night whereas one mamy poko pants easily goes throughout the night....no need of change......Kaun se pagal kutte ne kaata tha ki maine ye product order kr diya......huge regret....please don't buy this worst pathetic product.....\n\n,1.0 out of 5 stars,Reviewed in India on 25 May 2019
\n\n  Jumbo pack seems to be gone through no quality check as it is completely different from the regular ones. Diapers has got leakage problem and the absorbency level is poor. We have to change the diaper in 1-2 hours so imagine the absorbency capacity or level.\n\n,3.0 out of 5 stars,Reviewed in India on 22 January 2021
\n\n  My son is 10 kg.. this diaper doesn't fit well n the bubble bed that they shown in the ads is nowhere near the one actually in the diaper.. every morning he is having leakage.. not so good.. not gonna buy again\n\n,3.0 out of 5 stars,Reviewed in India on 12 October 2019
"\n\n  I have used this product six month back, however the quality has diminished a lot since last time.. Although it claims 12hrs absorbency but needs a change in 2-3 hrs or else the urine seeps into clothes if the child , also the design is so weird that leakage is not uncommon, the waistband area is too delicate to b handled often tears apart . Simply not as expected , no value for money, n definitely not recommended. Buy at ur own risk.\n\n",1.0 out of 5 stars,Reviewed in India on 30 November 2019
"\n\n  Unfortunately I had a very bad experience with this ""huggies"" product.The absorbency is so-so, it started leaking in just 4 hours, my baby suffered leakage problems so many times.Total wastage of money, if I would have to change for every 3-4 hours than what is the need to expense this much? Plus point is only its softness.I prefer mammy poko pants,luckily it is working good.\n\n",1.0 out of 5 stars,Reviewed in India on 4 December 2019
"\n\n  I have bought two packets of L size pants. But absorption quality of the Huggies wonder pants is not at wall good. In almost every night Huggies is being leaked and baby and his mommy are being deprived of good sleep, Moreover with leaked Huggies my baby is having stuffy nose condition. It is not the first instance, I faced such kind of issue in April as well, I called customer care and they told the issue might be with your batch. Now this time it's happening again and it is frustrating and as a customer I am loosing interest from this brand.\n\n",3.0 out of 5 stars,Reviewed in India on 28 June 2019
"\n\n  Quality is detoriating day by day. Tri some other like Pampers etc. Age of my baby is 1.5 years. From the very1st month we are using Huggies wonder pants for her. Last 6 months this prroducts performance is just horrible. This month's also I have purchased Huggies diapers. But from the next month, I definitely go for other brands.. Please don't waste your money in Huggies.\n\n",2.0 out of 5 stars,Reviewed in India on 30 July 2019
"\n\n  Worst diapers with Bubble-BedTM technology.What is the use of a new technology if it can't sever the basic purpose. A good diapers should be leak proof first, must have good absorption. Unfortunately the diapers leaks a lot. The previous diapers with out Bubble-BedTM technology was very good. You messed the diapers with your new technology Huggies. Seems you overlooked something. I am a regular customer of Amazon and this is first time I'm giving a negative remark to a product.Amazon doing a great service with price and delivery but Huggies you disappointed us a lot :(Are you listening Huggies.... Get the feedback from users and improve your product or continue selling old Huggies wonder pants without Bubble-BedTM technology.\n\n",1.0 out of 5 stars,Reviewed in India on 2 November 2019
"\n\n  Horrible product, unfortunately we bought two of these and they were supposedly made exclusively for Amazon for prime day. Almost every single diaper in the pack leaks and cant last for even three hours. It becomes very hard to manage when my kids cant sleep peacefully because of this during the night.Stay away from huggies, to cut cost they have completely compromised on quality.\n\n",1.0 out of 5 stars,Reviewed in India on 22 August 2018
\n\n  Have been using this product for a long time now. Since we have three babies in my home so usually has to take big cartoons of diapers. Good for kids but has less absorbance and sometimes it leaks. Still my first choice. Above all a good product and comfortable for kids. Don't use diapers for long as it may cause rashes to kids.\n\n,4.0 out of 5 stars,Reviewed in India on 19 April 2021
"\n\n  This is common. every where we will get, but here price matters..Good discount on this we will get. go for it\n\n",5.0 out of 5 stars,Reviewed in India on 12 October 2020
\n\n  The huggies which i used to order before doesn't leak and have not faced any sort of issues but this time which i ordered seems to be newly launched diapers from huggies or fake diapers. Lookwise its good but starts to leak very soon and even starts to drip. It doesn't fulfill the requirement. May be this could be the reason they sold it in less price than before.\n\n,1.0 out of 5 stars,Reviewed in India on 20 December 2020
"\n\n  Well this product has almost nothing as said in describing.Never a extra absorbent diaper. Earlier I was using Mama poko, just to try out I bought and regretted it.Coz it has leakage problems,  the diapers are not soft.Trust me please don't buy this .\n\n",1.0 out of 5 stars,Reviewed in India on 5 March 2020
"\n\n  Very bad quality- immediate absorption doesn't happens & leaks. The product is too thin. I am a regular user of huggies & I found huggies diapers are good till new born but wonder pants S, L & XL are horrible.\n\n",1.0 out of 5 stars,Reviewed in India on 4 November 2019
\n\n  Quality is not upto the benchmark. It absorbs only 2-3 hrs instead of 12 and leaks too in just 2hrs. Not expected from brand like Huggies\n\n,1.0 out of 5 stars,Reviewed in India on 26 December 2020
\n\n  After giving 5 star rating all next order I got inferior products.. dippers get full after 2 times baby passes urin n leaks all-over the bed .. just to compare I bought in Apollo pharmacy.. it comes for 5to 6 hrs without leakage..\n\n,2.0 out of 5 stars,Reviewed in India on 21 December 2018
\n\n  yeah even i use huggies. this time diaper starts leaking within a very very short interval in an hour or so. pathethic quality this time. pls dnt buy this one.\n\n,1.0 out of 5 stars,Reviewed in India on 6 November 2020
\n\n  LESSER THAN 64 NAPPIESThe number of nappies in the packet was less than 64. Paid for a set of 64*2 package and received 52*2. Initially I thought 1 package had an error. But now I realised that both packets in the set had 52 nappies each and NOT 64.\n\n,1.0 out of 5 stars,Reviewed in India on 28 April 2021
\n\n  It was leaking from side. We didn't find comfortable for baby. There were rashes on baby bump due to using Huggies. Pampers is best for babies.\n\n,1.0 out of 5 stars,Reviewed in India on 7 November 2020
\n\n  Worst product totally waste of money. Please team in COVID to safe the family purchased online & got worst quality of product. Pls ensure the quality before dispatch\n\n,1.0 out of 5 stars,Reviewed in India on 20 December 2020
\n\n  Diaper is gel based. Gets full within 2 to 3 hours. Starts leaking too. The original product works for 12 hours but this diaper doesn\u2019t even work for 4 hours.\n\n,1.0 out of 5 stars,Reviewed in India on 24 July 2020
\n\n  i have started using them when my daughter developed rashes on using the other company diaper. i found it really soft and well absorbent.\n\n,5.0 out of 5 stars,Reviewed in India on 10 July 2020
"\n\n  Im purchasing this product since last 1 year.. and on this saturday i got a very bad product, poor quality, its like cheap brand diaper, leaking, unfit and not comfortable for baby, amazon spoiled the trust by this product, should ban that merchant from amazon.. very very bad product.. selling low quality local diapers in the name of gud brands.. very shameful.. feeling very angry..\n\n",1.0 out of 5 stars,Reviewed in India on 3 September 2019
"\n\n  Prduct is very nice, but Amazon disappointed me with delivery. Amazon is a brand for best in class product packaging and delivery, but this time it's realiy disappointed me...Hope, Amazon will consider its a constructive feedback and act on it\n\n",4.0 out of 5 stars,Reviewed in India on 23 February 2021
\n\n  Diapers pant not Stick well in sides thier was not proper to fit baby's some time pant's was leak\n\n,1.0 out of 5 stars,Reviewed in India on 22 April 2021
\n\n  I have also purchased so many times earlier this product but this time the product quality is not good. I have to through all the packets to dustbin. I think if we apply a coupon on any product for cashback/discount then Amazon will provide you worst product.Because this time i got a Cashback coupon and i applied on this product for purchasing and products quality is poor.\n\n,3.0 out of 5 stars,Reviewed in India on 2 September 2019
"\n\n  Worst product, I'm using this huggies diaper since 1.5yr but this time this production is not leak proof.I dont know what is going wrong in the productiin quality but this is my worst experience ever.How do i consume 128qty if all leaks.Request manufacturer pls look into quality n suggest to replace with new one.\n\n",1.0 out of 5 stars,Reviewed in India on 14 July 2020
\n\n  Size of the diaper seems small or medium rather than Large which is mentioned on the packet.No size is mentioned on diaper.That is small and not fitting .Amazon is cheating people. That\u2019s why they are giving discount.\n\n,1.0 out of 5 stars,Reviewed in India on 22 February 2021
"\n\n  Very disappointed and frustated with the product for the first time. Im buying since last ten months huggies diapers but first time received some cheap quality Duplicate diapers in the name of  huggies., pathetic quality..  Named as next generation huggies..\n\n",1.0 out of 5 stars,Reviewed in India on 22 August 2019
"\n\n  I am writing this review after 1 month usage. The product is so designed that inspite of high absorbing capacity there is aproblem of leakage. Everytime the baby do potti in it, potti just leak out from back side of thigh. I just ordered it seeing high discount. Pampers is way way better than this. I recommend Pampers over this product...\n\n",2.0 out of 5 stars,Reviewed in India on 2 February 2020
"\n\n  My kid was using mamy poco pants, but since I wouldn't get delivery on time, I ordered huggies same size. The diaper would leak urine, would cine off from the baby. I wouldn't suggest anyone buying it. STAY AWAY.\n\n",1.0 out of 5 stars,Reviewed in India on 20 January 2019
\n\n  I am using huggies since feb 2018 the product is so good at its place and after some time i am ordering from amazon and u can look at the quality is so good it has bubble absorbent sheet inside and its very soft seriously i love this\n\n,5.0 out of 5 stars,Reviewed in India on 16 September 2019
\n\n  It was old product almost 2years back production ....should provide recent packaged product for kids\n\n,5.0 out of 5 stars,Reviewed in India on 27 April 2021
\n\n  Quality of Wonderpants received in this order was not as usual. This one was inferior quality. Doesn't feel like original Huggies.\n\n,1.0 out of 5 stars,Reviewed in India on 6 August 2020
\n\n  Every time it was good but this time it's worst and i think these are duplicate Huggies. It's getting leaked within one hour of wearing. Even the packing looks different this time.\n\n,1.0 out of 5 stars,Reviewed in India on 5 January 2020
"\n\n  we used this brand for a year now, but in my last order which pack i received it was not satisfactory. the diapers in this pack are not holding the pee overnight. in early morning i had to change it, my baby got rash for the first time. is it original or the quality is droped?\n\n",3.0 out of 5 stars,Reviewed in India on 16 August 2019
\n\n  I was using it from 1st month to 6th month continuously after my baby born.. It absorbed nicely.. Rashes dint come.. I keep changing every 3-5hrs.. Now I'm using it only in the nights\n\n,5.0 out of 5 stars,Reviewed in India on 2 July 2019
\n\n  Worst product don't buy. 3-4 hours starting leakage and absorbency is normal. Not expected at least from Huggins brand. Should consider to check quality of the product.\n\n,1.0 out of 5 stars,Reviewed in India on 2 January 2021
\n\n  After using the buggies diaper for almost 2 years and buying it on subscriptions I realis d that the quality has gone bad to worse initially the absorption rate was lower but now the leakage is at its worse . I do not recommend this diaper at all. I was using I for my twins but I guess huggies diaper is not interested in regular customers. So thanks and bye for ever\n\n,2.0 out of 5 stars,Reviewed in India on 5 July 2019
\n\n  Does not absorb urine well and start leaking within few hours. Absorbent material is not good. We often find our kid cloths wet and sitting in cold.We had brought this product as our regular product was not available. Do not intend to buy again.\n\n,1.0 out of 5 stars,Reviewed in India on 14 May 2020
\n\n  I am regular user of Huggies diapers and never faced any problems. Huggies diapers are value for money as compared to other brands available in market. Highly recommended if you are looking for good diapers in affordable price range.\n\n,5.0 out of 5 stars,Reviewed in India on 25 November 2020
"\n\n  Its leaking..and the bubble technology, actually babies get rash because of those bubbles..and also it gets burst..!! The plain one is better than the bubble one.\n\n",2.0 out of 5 stars,Reviewed in India on 9 March 2020
\n\n  Best diaper absorb well no leakage issue don't know why people getting leakage issue may be they are using smaller diaper no rashes or leakage even after 12 hours.\n\n,5.0 out of 5 stars,Reviewed in India on 14 January 2021
\n\n  Very good diapers in a good price range in comparison to others...I have all other diapers for my baby but huggies has met my expectations well..\n\n,5.0 out of 5 stars,Reviewed in India on 29 June 2020
\n\n  This product which I ordered earlier was good.. pack of 32.. that was good... now they have sent pack of 16 s .. not yet all good.. think of returning the product.. but once opened is opened.. cant return.. and after using only will know the product... even its not looking like huggies pants.. looking like local manufacturers product..\n\n,2.0 out of 5 stars,Reviewed in India on 14 June 2020
"\n\n  Good product, but better to go with Indian Brands. Vocal for Local , So i have swithed to Himalaya diapers, and they are also good and little cheaper then Huggies.\n\n",4.0 out of 5 stars,Reviewed in India on 28 July 2020
\n\n  Truly amazing...my son looks comfortable while huggies diaper is on...I never had any issues like rashes and leaking. It absorbs really fast and lasts for 5 to 6 hrs...amazon provides amazing offers so it costs very reasonable after huge discounts..loved it\n\n,5.0 out of 5 stars,Reviewed in India on 24 April 2019
"\n\n  Huggies is the Best diaper brand for kids. The new bubble type huggies are extra soft, leak proof and have very good absorbing capacity. Even when the diaper become full, it doesn't leave your hand wet when you touch it. Thank you huggies.\n\n",5.0 out of 5 stars,Reviewed in India on 2 June 2020
\n\n  It's a horrible product. Leaks and overflows. I bought it for my 2.5 years old baby. It absorbs only for 4 hours. 12 hour absorption mentioned in the pack is a complete lie. I am genuine Amazon customer. Don't buy huggies. Go for mamy poko\n\n,1.0 out of 5 stars,Reviewed in India on 7 January 2020
"\n\n  It's not long lasting not whole night protection doesn't work 12 hours which is mention.. Not satisfy, sometimes its start leaking within 3 to 4 hours\n\n",3.0 out of 5 stars,Reviewed in India on 29 May 2020
"\n\n  Worst quality product, keeping the expectations from a brand like Huggies in mind. It leaks, very thin but soft. I bought monthly pack anticipating assured quality considering the brand. Would have returned but comes with no returns accepted. Not recommended at all. I bought Supples last time which was much better. I recommend Cuddles (bought from Firstcry) over Huggies, Pampers etc.\n\n",2.0 out of 5 stars,Reviewed in India on 10 September 2019
\n\n\n  Your browser does not support HTML5 video.\n\n\n  \xa0We are not satisfied with this product . It leak very soon. I use to wear it to my daughter around 11.30 pm . It's still leak by 3 am or 4 am. All bed quilt and her clothes became wet . We r not satisfied with it\n\n,1.0 out of 5 stars,Reviewed in India on 2 February 2020
\n\n  It leaks also gets heavy very soon . Claims 8 hr but max stay 4 hrs. Rashes are also a big problem.\n\n,1.0 out of 5 stars,Reviewed in India on 6 November 2020
"\n\n  Most time issues in leakage & less absorbancy other wise good product , good softency\n\n",4.0 out of 5 stars,Reviewed in India on 12 March 2021
"\n\n  This is a fake product, our baby had terrible skin rashes after wearing these.  We always buy Huggies wonder pants...but this is a fake item...beware!\n\n",1.0 out of 5 stars,Reviewed in India on 29 August 2019
\n\n  I bought for my baby . But it is completely bad choice from me I trusted on huggis and they letdown my expectations. Last product I bought that is good and leak proof but this is leaking all diapers after use 15 diaper.\n\n,1.0 out of 5 stars,Reviewed in India on 7 December 2019
"\n\n  Product quantity is very Bad. Earlier I have purchased same product repeated times and it was good Products. Recently We purchased again this Diapers but this is worst. Diapers Leaking anytime, Absorbency quality very Bad. I am very much offended. I will shifted my mind from Huggies to other.\n\n",1.0 out of 5 stars,Reviewed in India on 26 July 2020
"\n\n  This time the quality of the diaper is poor. Earlier I had ordered monthly pack of Huggies large diapers that was good on that basis of quality i order it again but really disappointed now after seeing the quality of the product, management need to see to it.\n\n",1.0 out of 5 stars,Reviewed in India on 26 November 2019
\n\n  This is one the best daiper available. Doesn\u2019t leak. A bit smaller than Mamy PoKo yet equally leakproof and softer.\n\n,5.0 out of 5 stars,Reviewed in India on 31 May 2020
\n\n  I guess this is the first time I purchased something from Amazon and I didn't liked it at all the absorbent quality of these diapers are very poor\n\n,2.0 out of 5 stars,Reviewed in India on 15 May 2020
\n\n  The worst ever diaper . Do you think we are fool to buy buy such a product for this much cost . 1000 RS waste of money . In each and every diaper the gel is leaking and my baby has got rashes bcuz of the cheap diaper. I need proper explanation for this  from the dealer.\n\n,1.0 out of 5 stars,Reviewed in India on 13 September 2019
\n\n  First I  appreciate promp delivery.I have used huggies for my baby for the past one year and it's tje best. I wish I could buy tje monthly pack of 128 count if you deliver to our area.\n\n,5.0 out of 5 stars,Reviewed in India on 14 July 2019
\n\n  good product..comparision to other diapers  huggies is better than other companies..go for it..reasonable price \U0001f44c\U0001f44d\n\n,4.0 out of 5 stars,Reviewed in India on 10 November 2020
\n\n  I usually prefer Huggies always ...but this I don't think so the product I received is genuine ... Usually Huggies L size will fit perfectly for my son ...but this time it doest fit perfect n lot of leakage n it doesn't absorb well...Guess Amazon cheated me this time with a fake one.\n\n,2.0 out of 5 stars,Reviewed in India on 24 April 2019
"\n\n  Not good as it doesn't lasts a night, when I reported this to customer care, they said it has been tested on minimal pee absorbed.\n\n",1.0 out of 5 stars,Reviewed in India on 25 December 2020
\n\n  It\u2019s an worst diaper ever used. My baby\u2019s sleep is totally getting disturbed because of this diaper. Urine is coming out of diaper. Not leakage proof. No absorption. It makes my baby feel wet all over the night. Disgusting. I ll never purchase this product again.\n\n,1.0 out of 5 stars,Reviewed in India on 6 September 2020
\n\n  EXCELLENT PRODUCT MADE BY INDIA'S NO.1 COMPANY SO SOFT DIAPER NO LEAK PROOF\n\n,5.0 out of 5 stars,Reviewed in India on 15 April 2021
\n\n  Amazon should really have a good quality control team to stop these frauds from supplying fake products.The 1 purchase of the same product was of very good quality. But when I reordered the same product they put a small amount of discount and gave a 3rd class product.\n\n,1.0 out of 5 stars,Reviewed in India on 27 July 2019
"\n\n  I hate it, been using Huggies for a while now. This particular pack has some issues, since yesterday, 4 diapers in a row has been leaking. This is Huggies c'mon ...has to be fake or defective packets ...damn ..one full unopened pack is still lying with me ...m worried they might also leak\n\n",1.0 out of 5 stars,Reviewed in India on 9 August 2015
"\n\n  Nice product was using for my kids,value for your money and delivery reach on time for all these orders,cheaper for the market price.\n\n",4.0 out of 5 stars,Reviewed in India on 21 March 2021
"\n\n  I feel it's  a duplicate product or very sub standard product, it's so shocking to see such kind of product in baby products.It was leaking in the sides and it was getting torned easily and as I cannot return I just throwed it away. I will try positing some pictures as one are should letft over\n\n",1.0 out of 5 stars,Reviewed in India on 27 August 2019
\n\n  I am a regular customer of amazon from last 3 yrs. but this time I think a got a duplicate product because I have to change baby\u2019s diaper at least 3 times at night it leaks in the morning.\n\n,1.0 out of 5 stars,Reviewed in India on 27 January 2020
\n\n  Softness is awesome. Very soft and comfortable for babies\n\n,5.0 out of 5 stars,Reviewed in India on 13 April 2021
\n\n  Soft& comfortable BUT Leaks within less timeSometimes My baby gets rashes\n\n,3.0 out of 5 stars,Reviewed in India on 10 February 2021
\n\n  Very Good Packings and Good ProductGood Absorbency\n\n,5.0 out of 5 stars,Reviewed in India on 18 April 2021
\n\n  My baby developed a lot of rashes after using this product.The quality is not good at all.\n\n,2.0 out of 5 stars,Reviewed in India on 13 June 2020
